Voltage,Current,Vibration,Temperature,Humidity,Mic1,Mic2,label
1.159375,-0.1439189189189195,1.0,29.0,70.0,0.0107439663261175,0.0076049114577472,normal
2.24175,-0.1121621621621624,1.0,29.0,70.0,0.0077014118432998,0.0092953499406576,normal
1.654625,-0.1439189189189195,1.0,29.0,70.0,0.0095143150538206,0.0076898345723748,normal
0.93025,-0.1263513513513521,1.0,29.0,70.0,0.007918425835669,0.0085603883489966,normal
2.13925,-0.1263513513513521,1.0,29.0,70.0,0.0088139055296778,0.008035154081881,normal
1.403125,-0.1918918918918911,1.0,29.0,70.0,0.0080398106947541,0.0084988893941044,normal
1.319875,-0.1216216216216214,1.0,29.0,70.0,0.0084541784599423,0.0090343309566378,normal
1.03375,-0.1297297297297298,1.0,29.0,70.0,0.009111282415688,0.0082485759630799,normal
2.3035,-0.1175675675675672,1.0,29.0,69.0,0.0083823762834072,0.0078370943665504,normal
2.265125,-0.1391891891891888,1.0,29.0,69.0,0.0077811242081224,0.0077519700862467,normal
1.463375,-0.1959459459459453,1.0,29.0,69.0,0.0077475067228078,0.007769969291985,normal
1.954875,-0.1236486486486485,1.0,29.0,70.0,0.0078088114969432,0.0101997079327702,normal
0.936625,-0.1425675675675665,1.0,29.0,69.0,0.0100620537996292,0.0073165926150977,normal
2.045625,-0.0898648648648642,1.0,29.0,69.0,0.0074305390007793,0.010454824194312,normal
1.73325,-0.1310810810810804,1.0,29.0,69.0,0.0102934204041957,0.0076585970818996,normal
0.932125,-0.0932432432432419,1.0,29.0,69.0,0.0076804645359516,0.0098449988290667,normal
1.035625,-0.0824324324324323,1.0,29.0,69.0,0.0098885605111718,0.0079577667638659,normal
2.272625,0.057432432432433,1.0,29.0,69.0,0.0082850866019725,0.0099244061857461,normal
1.709625,-0.1351351351351346,1.0,29.0,69.0,0.0095877787098288,0.0096037639304995,normal
1.847,-0.1222972972972979,1.0,29.0,69.0,0.0093022491782903,0.0090538458898663,normal
1.95575,-0.1297297297297298,1.0,29.0,69.0,0.0092391176149249,0.0107165072113275,normal
1.432,-0.1074324324324317,1.0,29.0,69.0,0.0103963697329163,0.0084579708054661,normal
1.517625,-0.1189189189189178,1.0,29.0,69.0,0.00830905046314,0.0094321873039007,normal
2.17325,-0.1364864864864852,1.0,29.0,69.0,0.0093554090708494,0.0090941209346055,normal
1.0035,-0.0702702702702697,1.0,29.0,69.0,0.0089526809751987,0.009196980856359,normal
2.043125,-0.1486486486486478,1.0,29.0,69.0,0.0089531308040022,0.0078517505899071,normal
1.054625,-0.1195945945945943,1.0,29.0,69.0,0.0076840491965413,0.0081055797636508,normal
2.267625,-0.1081081081081082,1.0,29.0,69.0,0.0081469612196087,0.0075745321810245,normal
1.5685,-0.1209459459459449,1.0,29.0,69.0,0.0077851866371929,0.009813311509788,normal
2.10675,-0.1817567567567556,1.0,29.0,69.0,0.0095390817150473,0.0088686505332589,normal
2.191375,-0.1310810810810804,1.0,29.0,69.0,0.0090538803488016,0.0090198824182152,normal
0.9915,-0.1459459459459466,1.0,29.0,69.0,0.0087187271565198,0.0078717702999711,normal
2.09575,-0.1290540540540533,1.0,29.0,69.0,0.0079844919964671,0.0086277555674314,normal
2.288875,-0.1540540540540527,1.0,29.0,69.0,0.0086264470592141,0.00785936973989,normal
1.450875,-0.1493243243243243,1.0,29.0,69.0,0.007673233281821,0.0092916404828429,normal
2.307,-0.1351351351351346,1.0,29.0,69.0,0.0092798490077257,0.00768907321617,normal
1.0435,-0.1101351351351353,1.0,29.0,69.0,0.0078748082742095,0.0103156473487615,normal
2.17125,-0.1121621621621624,1.0,29.0,69.0,0.0101267704740166,0.0083780921995639,normal
1.59625,-0.1236486486486485,1.0,29.0,69.0,0.0082154842093586,0.0089950039982795,normal
1.458875,-0.1182432432432437,1.0,29.0,69.0,0.0090468842536211,0.0090758167207241,normal
1.243,-0.1486486486486478,1.0,29.0,69.0,0.0090187191963195,0.0083373608067631,normal
1.9075,-0.1155405405405401,1.0,29.0,69.0,0.0083871372044086,0.0102534908801317,normal
2.27025,-0.1277027027027027,1.0,29.0,69.0,0.0102174514904618,0.0082773426547646,normal
1.988375,-0.1621621621621611,1.0,29.0,69.0,0.0082535445690155,0.011751121841371,normal
1.875125,-0.1425675675675665,1.0,29.0,69.0,0.0116693200543522,0.0095902495086193,normal
1.089375,-0.150675675675675,1.0,29.0,69.0,0.0097590992227196,0.010344635695219,normal
2.268125,-0.1310810810810804,1.0,29.0,69.0,0.0104792593047022,0.0085539184510707,normal
1.462625,-0.1317567567567569,1.0,29.0,69.0,0.0087391342967748,0.008422982878983,normal
1.458,-0.0918918918918913,1.0,29.0,69.0,0.0086327167227864,0.0084866685792803,normal
0.911375,-0.1054054054054046,1.0,29.0,69.0,0.0082100657746195,0.0081811053678393,normal
1.577375,-0.0344594594594583,1.0,28.0,71.0,0.0006208770209923,0.0060997926630079,normal
0.997375,-0.1236486486486485,1.0,28.0,71.0,,0.005068174097687,normal
0.990625,-0.122972972972972,1.0,28.0,72.0,0.0051659410819411,0.0056403125636279,normal
1.758875,-0.0331081081081077,1.0,28.0,72.0,0.0058129276148974,0.0064965556375682,normal
0.927125,-0.1412162162162159,1.0,28.0,72.0,0.006586177740246,0.0049737910740077,normal
1.081875,-0.1297297297297298,1.0,28.0,71.0,0.0051000616513192,0.0058378051035106,normal
1.844125,-0.1344594594594581,1.0,28.0,72.0,0.0060695656575262,0.0059031168930232,normal
2.282375,-0.1256756756756756,1.0,28.0,72.0,0.0059953131712973,0.0049810362979769,normal
0.913375,-0.1655405405405412,1.0,28.0,72.0,0.0051717674359679,0.0067550279200077,normal
2.312125,-0.1783783783783779,1.0,28.0,72.0,0.006729319691658,0.005082934629172,normal
1.32475,-0.122972972972972,1.0,28.0,72.0,0.0051482394337654,0.0055135022848844,normal
2.105625,-0.1351351351351346,1.0,28.0,72.0,0.0055356393568217,0.0041443011723458,normal
2.304625,-0.124324324324325,1.0,28.0,72.0,0.0045296875759959,0.0046487473882734,normal
0.94975,-0.0972972972972961,1.0,28.0,72.0,0.0048981336876749,0.0051785078831017,normal
2.178375,-0.0790540540540546,1.0,28.0,71.0,0.0052770776674151,0.0064505510963499,normal
2.134375,-0.1479729729729738,1.0,28.0,72.0,0.0064439075067639,0.005459283478558,normal
1.266,-0.1155405405405401,1.0,28.0,72.0,0.0055474727414548,0.0067346687428653,normal
1.44625,-0.0891891891891877,1.0,28.0,72.0,0.0067099849693477,0.0045058061368763,normal
0.929625,-0.0831081081081088,1.0,28.0,72.0,0.0047591780312359,0.0052599711343646,normal
2.20125,-0.0729729729729733,1.0,28.0,71.0,0.0053932862356305,0.0065542832016944,normal
0.929375,-0.1479729729729738,1.0,28.0,72.0,0.0065110879950225,0.0049465396441519,normal
2.306625,-0.1364864864864852,1.0,28.0,72.0,0.0051827495917677,0.0061495201662182,normal
0.965,-0.1128378378378365,1.0,28.0,72.0,0.0064982995390892,0.0055783297866582,normal
1.74075,-0.0256756756756758,1.0,28.0,71.0,0.0055029629729688,0.0052704410627484,normal
2.307,0.0020270270270271,1.0,28.0,71.0,0.0053346455097198,0.0064495615661144,normal
1.797125,-0.1445945945945936,1.0,28.0,71.0,0.0065430724062025,0.0047767967917025,normal
0.93675,-0.1270270270270262,1.0,28.0,71.0,0.0048536648973822,0.0068933255970478,normal
2.043375,-0.1702702702702695,1.0,28.0,71.0,0.0068949172273278,0.0043675983324646,normal
1.805625,0.0358108108108113,1.0,28.0,71.0,0.00448675500229,0.0047895298339426,normal
1.459625,-0.1087837837837823,1.0,28.0,70.0,0.0046978732571005,0.0053591080941259,normal
1.234375,-0.0810810810810817,1.0,28.0,71.0,0.005478486418724,0.0053283413872122,normal
1.016125,-0.0466216216216209,1.0,28.0,71.0,0.0055336812511086,0.0049099600873887,normal
1.261875,-0.1162162162162166,1.0,28.0,71.0,0.0049806553870439,0.0040258634835481,normal
1.2655,-0.1439189189189195,1.0,28.0,71.0,0.0041663623414933,0.0054736630991101,normal
1.7005,-0.0824324324324323,1.0,28.0,71.0,0.00546968402341,0.0051452154293656,normal
1.733375,-0.1249999999999991,1.0,28.0,71.0,0.0051290984265506,0.004883483517915,normal
1.8345,0.0121621621621626,1.0,28.0,71.0,0.0084308236837387,0.0087733333930373,normal
2.066625,-0.1290540540540533,1.0,28.0,71.0,0.0094833755865693,0.0056854248978197,normal
0.963,-0.1297297297297298,1.0,28.0,72.0,0.0054685422219336,0.0050795711576938,normal
1.9385,-0.1249999999999991,1.0,28.0,72.0,0.0049983295612037,0.0053085428662598,normal
1.04725,-0.1236486486486485,1.0,28.0,72.0,0.0054130158387124,0.0047004474326968,normal
1.18575,-0.0270270270270264,1.0,28.0,69.0,0.000865266774781,0.0137890456244349,normal
1.2915,-0.1412162162162159,1.0,28.0,70.0,,0.010802405886352,normal
1.57325,-0.1364864864864852,1.0,28.0,70.0,0.0106904944404959,0.0159443132579326,normal
2.125125,-0.0810810810810817,1.0,28.0,71.0,0.0156702082604169,0.0104263750836253,normal
1.849625,-0.096621621621622,1.0,28.0,71.0,0.0107152685523033,0.0145575078204274,normal
0.9555,-0.0716216216216203,1.0,28.0,71.0,0.014048839919269,0.0121987964957952,normal
2.0425,-0.0912162162162148,1.0,28.0,71.0,0.0123500349000096,0.0132446568459272,normal
1.744125,-0.0702702702702697,1.0,29.0,71.0,0.0128716295585036,0.0103126233443617,normal
1.15025,-0.1371621621621617,1.0,29.0,71.0,0.0106262415647506,0.0142444567754864,normal
0.929625,-0.124324324324325,1.0,29.0,71.0,0.01376330293715,0.0128087606281042,normal
2.20275,-0.1445945945945936,1.0,29.0,71.0,0.0124108558520674,0.0118516916409134,normal
1.17375,-0.0959459459459455,1.0,29.0,71.0,0.0117595717310905,0.0103186164051294,normal
1.1685,-0.1249999999999991,1.0,29.0,71.0,0.0106684053316712,0.011601067148149,normal
2.289875,-0.1060810810810811,1.0,29.0,71.0,0.0113772228360176,0.0131235131993889,normal
1.04575,-0.0932432432432419,1.0,29.0,71.0,0.0130897918716073,0.0136648584157228,normal
1.146125,-0.1270270270270262,1.0,29.0,71.0,0.0133342929184436,0.0113082295283675,normal
1.811875,-0.1162162162162166,1.0,29.0,71.0,0.0111115612089633,0.0127967055886983,normal
2.125125,-0.0925675675675678,1.0,29.0,71.0,0.0128390360623598,0.0096560940146446,normal
1.922625,-0.0891891891891877,1.0,29.0,71.0,0.0097010256722569,0.0148932356387376,normal
1.151875,-0.096621621621622,1.0,29.0,71.0,0.0150734484195709,0.011413705535233,normal
2.29,-0.0851351351351359,1.0,29.0,71.0,0.0111644994467496,0.0130878891795873,normal
1.33925,-0.1466216216216208,1.0,29.0,71.0,0.0127477459609508,0.0096445856615901,normal
1.062625,-0.1087837837837823,1.0,29.0,71.0,0.0099273407831788,0.0146105363965034,normal
2.3105,-0.1364864864864852,1.0,29.0,71.0,0.0144363716244697,0.0125366561114788,normal
1.051125,-0.1013513513513503,1.0,29.0,71.0,0.0123374890536069,0.0124797169119119,normal
0.941125,-0.0986486486486491,1.0,29.0,70.0,0.0122871659696102,0.0112219983711838,normal
1.002375,-0.1195945945945943,1.0,29.0,71.0,0.0112058194354176,0.0124400304630398,normal
1.241375,-0.1067567567567576,1.0,29.0,71.0,0.012495931237936,0.0139285130426287,normal
2.205625,-0.1074324324324317,1.0,29.0,71.0,0.0136576332151889,0.0099429311230778,normal
1.9645,-0.1290540540540533,1.0,29.0,71.0,0.0101053453981876,0.0130238709971308,normal
2.304125,-0.1148648648648636,1.0,29.0,71.0,0.012675167992711,0.0107879219576716,normal
0.93575,0.0412162162162161,1.0,29.0,71.0,0.0104518691077828,0.010829041711986,normal
1.133375,-0.1081081081081082,1.0,29.0,71.0,0.0108352694660425,0.0137820085510611,normal
2.224125,-0.0878378378378371,1.0,29.0,71.0,0.0132788764312863,0.0128121236339211,normal
1.868625,-0.1054054054054046,1.0,29.0,70.0,0.012832960113883,0.0122674508020281,normal
1.717125,-0.0074324324324319,1.0,29.0,71.0,0.0120484717190265,0.0127053745090961,normal
1.849375,-0.1270270270270262,1.0,29.0,71.0,0.012495806440711,0.0118925478309392,normal
2.2595,-0.1331081081081075,1.0,29.0,71.0,0.0118606258183717,0.0102887284010648,normal
1.19775,-0.1101351351351353,1.0,29.0,71.0,0.0102076940238475,0.0128282541409134,normal
2.283,-0.1351351351351346,1.0,29.0,70.0,0.0129601368680596,0.0124258995056152,normal
2.19275,-0.1027027027027033,1.0,29.0,71.0,0.0121882921084761,0.0110635152086615,normal
1.029375,-0.1304054054054039,1.0,29.0,71.0,0.0108544314280152,0.0166510194540023,normal
2.264625,-0.1155405405405401,1.0,29.0,71.0,0.016382023692131,0.0094558680430054,normal
1.79,-0.124324324324325,1.0,29.0,71.0,0.0094762202352285,0.0129841426387429,normal
0.921875,-0.1209459459459449,1.0,29.0,71.0,0.0127105293795466,0.0102902855724096,normal
1.852625,-0.0797297297297287,1.0,29.0,71.0,0.0104976315051317,0.015804873779416,normal
2.031625,-0.095270270270269,1.0,29.0,71.0,0.0151164084672927,0.0099692828953266,normal
0.939375,-0.1378378378378382,1.0,29.0,71.0,0.0101113179698586,0.0139728020876646,normal
2.07075,-0.1060810810810811,1.0,29.0,71.0,0.0137631371617317,0.0115542942658066,normal
1.30375,-0.1222972972972979,1.0,29.0,71.0,0.0115631306543946,0.0134066492319107,normal
1.689,-0.0878378378378371,1.0,29.0,70.0,0.0131290769204497,0.0105750327929854,normal
2.194375,-0.1256756756756756,1.0,29.0,71.0,0.0105919111520051,0.0125749791041016,normal
0.93775,-0.1317567567567569,1.0,29.0,71.0,0.0122068719938397,0.0111107509583234,normal
1.071625,-0.1648648648648647,1.0,29.0,71.0,0.0106179239228367,0.0122228162363171,normal
1.4605,-0.1175675675675672,1.0,29.0,71.0,0.0122455619275569,0.0097773959860205,normal
2.1975,-0.1182432432432437,1.0,29.0,70.0,0.0098325833678245,0.0095472689718008,normal
2.305875,-0.1391891891891888,1.0,29.0,71.0,0.0096660377457737,0.0148589741438627,normal
1.112625,-0.1108108108108094,1.0,29.0,71.0,0.0139063410460948,0.0117314141243696,normal
1.162875,-0.0777027027027016,1.0,28.0,72.0,0.0004231217317283,0.0058761076070368,normal
1.506625,-0.143243243243243,1.0,28.0,72.0,,0.0063367364928126,normal
1.858625,-0.1222972972972979,1.0,28.0,72.0,0.0064860093407332,0.005438107997179,normal
1.1445,-0.113513513513513,1.0,28.0,72.0,0.0054455124773085,0.0059301052242517,normal
1.717125,-0.1263513513513521,1.0,28.0,72.0,0.005611898843199,0.0053073321469128,normal
1.099875,-0.0999999999999997,1.0,28.0,73.0,0.0051372917369008,0.0076552825048565,normal
2.240625,-0.0986486486486491,1.0,28.0,73.0,0.0073616215959191,0.0060939034447073,normal
1.89275,-0.1378378378378382,1.0,28.0,73.0,0.0060721193440258,0.0085529424250125,normal
2.279625,-0.1162162162162166,1.0,28.0,73.0,0.0083763832226395,0.0061328085139393,normal
1.891375,-0.1385135135135123,1.0,28.0,72.0,0.0059947040863335,0.0061362409032881,normal
2.27375,-0.1317567567567569,1.0,28.0,72.0,0.00609229831025,0.0112090930342674,normal
2.052625,-0.0912162162162148,1.0,28.0,72.0,0.0110458061099052,0.0063135400414466,normal
1.600875,-0.199324324324323,1.0,28.0,73.0,0.0060460371896624,0.0058874012902379,normal
2.25725,-0.1331081081081075,1.0,28.0,73.0,0.0057958764955401,0.0056669758632779,normal
1.140375,-0.1256756756756756,1.0,28.0,72.0,0.0056662699207663,0.0050973906181752,normal
0.929375,-0.1128378378378365,1.0,28.0,72.0,0.0049732234328985,0.0043433709070086,normal
0.92375,-0.0033783783783777,1.0,28.0,70.0,0.0008927464368753,0.0112704187631607,normal
1.22,-0.1567567567567563,1.0,28.0,70.0,,0.0114069720730185,normal
2.13875,-0.1114864864864859,1.0,28.0,70.0,,0.011146611534059,normal
1.328125,-0.1486486486486478,1.0,28.0,71.0,0.0109391957521438,0.0107761789113283,normal
1.3995,-0.1121621621621624,1.0,28.0,71.0,0.0109223173931241,0.0133143002167344,normal
1.631125,-0.1222972972972979,1.0,28.0,71.0,0.013263963162899,0.0108029600232839,normal
0.93525,-0.0493243243243245,1.0,28.0,71.0,0.0110025005415081,0.0138127608224749,normal
1.3735,-0.1391891891891888,1.0,28.0,71.0,0.0136472675949335,0.0120137948542833,normal
2.002,-0.1074324324324317,1.0,28.0,71.0,0.0122588835656642,0.014712780714035,normal
1.4215,-0.1141891891891895,1.0,29.0,71.0,0.014442253857851,0.0106598250567913,normal
1.15175,-0.0993243243243232,1.0,29.0,71.0,0.0105715524405241,0.0113882329314947,normal
1.972125,-0.1540540540540527,1.0,29.0,71.0,0.011568964459002,0.0109137222170829,normal
0.995875,-0.1270270270270262,1.0,29.0,71.0,0.0109133766964077,0.0135164987295866,normal
0.974625,-0.0648648648648649,1.0,29.0,71.0,0.0135926334187388,0.0132941007614135,normal
2.308,-0.1290540540540533,1.0,29.0,71.0,0.0132089629769325,0.0117940958589315,normal
1.9645,-0.1121621621621624,1.0,29.0,71.0,0.0116647873073816,0.0116452863439917,normal
1.04525,-0.1790540540540544,1.0,29.0,71.0,0.0114386044442653,0.0096773318946361,normal
1.85625,-0.1033783783783775,1.0,29.0,71.0,0.0098378919064998,0.0149453226476907,normal
0.93475,-0.1263513513513521,1.0,29.0,71.0,0.0146093945950269,0.0120859639719128,normal
1.81575,-0.1222972972972979,1.0,29.0,71.0,0.0119256256148219,0.0126812579110264,normal
1.2585,-0.1175675675675672,1.0,29.0,71.0,0.0129602821543812,0.0101332757622003,normal
0.915375,-0.0959459459459455,1.0,29.0,71.0,0.0099451038986444,0.0171237792819738,normal
1.679375,-0.1182432432432437,1.0,29.0,71.0,0.0166799109429121,0.0099070370197296,normal
1.59275,-0.1331081081081075,1.0,29.0,71.0,0.0096828397363424,0.0132972700521349,normal
2.179375,-0.1527027027027021,1.0,29.0,71.0,0.0129343187436461,0.0104486513882875,normal
1.36575,-0.0162162162162168,1.0,29.0,71.0,0.010344123467803,0.0170779135078191,normal
1.42125,-0.1351351351351346,1.0,29.0,71.0,0.0167514383792877,0.0106126368045806,normal
1.20575,-0.1520270270270255,1.0,29.0,71.0,0.0106752701103687,0.0146229714155197,normal
2.139875,-0.1155405405405401,1.0,29.0,71.0,0.0144083108752965,0.0104757361114025,normal
2.243625,-0.1162162162162166,1.0,29.0,70.0,0.0104167219251394,0.0115467784926295,normal
2.193875,-0.1425675675675665,1.0,29.0,71.0,0.0114716822281479,0.013833631761372,normal
0.90975,-0.0999999999999997,1.0,29.0,71.0,0.0136100929230451,0.0131073202937841,normal
2.25725,-0.1168918918918907,1.0,29.0,71.0,0.0128055149689316,0.0110991327092051,normal
1.910375,-0.0777027027027016,1.0,29.0,71.0,0.010727890767157,0.0110398130491375,normal
1.080625,-0.0891891891891877,1.0,29.0,71.0,0.0115781063213944,0.0118338381871581,normal
1.94625,-0.0804054054054052,1.0,29.0,71.0,0.0119001325219869,0.0129280900582671,normal
1.103625,-0.0945945945945949,1.0,29.0,70.0,0.0130704017356038,0.0125030586495995,normal
1.0015,-0.1520270270270255,1.0,29.0,71.0,0.0122521221637725,0.0111389439553022,normal
1.517875,-0.122972972972972,1.0,29.0,71.0,0.0109721831977367,0.0112718921154737,normal
1.048875,-0.1249999999999991,1.0,29.0,71.0,0.011461129412055,0.0105933155864477,normal
2.099,-0.0614864864864872,1.0,29.0,71.0,0.0103411274030804,0.0143194841220974,normal
1.609375,-0.0993243243243232,1.0,29.0,71.0,0.0141310300678014,0.0110614113509655,normal
1.409125,-0.1094594594594588,1.0,29.0,71.0,0.0111024193465709,0.0118291741237044,normal
2.1445,-0.1148648648648636,1.0,29.0,71.0,0.011731925420463,0.01077601313591,normal
2.070125,-0.132432432432431,1.0,29.0,71.0,0.0105519890785217,0.0162176433950662,normal
1.326125,-0.1513513513513515,1.0,29.0,71.0,0.0159199554473161,0.009975248016417,normal
2.28875,-0.113513513513513,1.0,29.0,71.0,0.0098040178418159,0.013288052752614,normal
